VideoID,text_cleaned,cluster,x0_Bert-CLS,x1_Bert-CLS,View Count,Like Count,Comment Count,Channel Title,Channel_Weight
2w7MEv0-yMs,MANILA,3,0.806113,-0.8897764,28962,840,81,TPL Bianca,0.00013484657364713694
FwtwO6lf2aA,JR DE GUZMAN,3,-0.83482957,0.73448825,1482423,34468,1130,Comedy Central Stand-Up,0.0010450609457653113
GqyT13H6sws,Shopping vlog Our brother speaking TAGALOG,3,-0.8268097,-0.2049205,51568,2310,326,Thazmin with Jhazmin,0.0013934145943537484
oul9IITqAoA,ZOMBIES IN ASIA EPISODES 5,3,0.64091384,0.62472636,2714515,47626,4527,Andjobe,0.0013934145943537484
_DWXlySq7p4,$1.25 HEALTHY MEAL,3,-0.0016082216,0.714611,9476,832,143,Hobo Ventures,0.0006967072971768742
QTmytXCEFYk,SAVOY,3,0.27320847,-0.6674744,1632,9,8,DR. ORFLI,0.0010450609457653113
0hjnu1Hjbo4,SKYLINE OF METRO MANILA 2021,3,0.13823274,0.6050604,83254,3719,310,The Commodity,8.038930352040857e-05
RbZUbbTEgnA,ARRIBA LETRANIST,3,0.09749292,-0.18172161,64064393,1135984,52096,NOW UNITED,0.0002458966931212497
cm4yNGTlQOw,HALO HALO,3,0.2598798,-0.8753352,472431,14059,1632,emmymade,0.0005971776832944636
iz-Jvx0AmuM,PHILIPPINES MILITARY 2021,3,0.6369122,0.31523478,68737,2042,197,The Commodity,8.038930352040857e-05
xSq5MtZjG3c,MAKING OUR OWN ROOF GUTTER PART 130 V417,3,0.45539126,-1.7064772,4699,395,37,The Garcia Family,0.00011000641534371697
DTFjxRiXnW0,JAMILL JaMill,3,-0.060659293,0.703565,6357040,210086,13558,YouTube Fanfest,0.0008360487566122491
Z8g0zOt_c9g,GREAT IG,3,0.5491038,-0.34390572,724345,24606,2060,Beryl Shereshewsky,0.0002458966931212497
_AWKKCUJnk0,PHILIPPINES,3,0.7053412,-1.0565989,94156,4249,346,Dany #gotaworldtosee,0.0006967072971768742
QV-bgDPiiro,$1 FILIPINO HAIRCUT,3,0.023935145,0.2996009,487910,8995,1048,Justin & Alina,0.00017417682429421856
JP12qxJQKDk,SB19 LIVE PERFORMANCES,3,0.66149557,0.101905465,264195,15552,704,Waleska Herrera,2.7501603835929242e-05
dZdOnCkA988,105 YEARS OLD CRAZY ROAD TRIP,3,0.75343835,-0.4514579,6696,735,145,Hobo Ventures,0.0006967072971768742
7rNoNprvS4U,TOUR B EL NIDO BEST TOUR 2019 VLOG 13,3,0.6881618,-0.3009502,2326,100,14,NOMAD FRANCE,0.0006967072971768742
F5yCChwGHzM,PHILIPPINES 2023,3,-0.06325036,1.5085366,7841,535,112,Dan and Lyn,0.0005971776832944636
xHrqHulxK7c,JOHN WICK,3,0.5047304,-0.9961401,2699383,77753,2017,Scenic Fights,0.0013934145943537484
t50jstuxy1Y,MANILA MADNESS,3,1.0122747,-0.42732763,33043,2065,148,Lloyd & Mandy,0.0010450609457653113
cp0wyuBU7Oc,PALABOK IN QUIAPO,3,-0.03280799,0.43570924,3149,253,68,Ellis WR,0.0013934145943537484
5XCy01h0N3w,HAWAII PHILIPPINES,3,0.026127419,-0.16328482,89953,34,6,Yuujou,0.0013934145943537484
ue9toKAhTtA,EL NIDO,3,-0.6788504,0.21178709,926,62,13,Paint Your Lifestyle,0.0013934145943537484
80oICq8QAew,MARKTEN,3,1.0749276,-0.8529004,368208,4998,472,laoshu505000,0.0010450609457653113
Ndo79ZpSvrM,HALO HALO INTRAMUROS,3,1.2123195,0.104169,29775,2023,654,Two Broskis,0.00046447153145124943
yv8Bi2xcSK4,Part 2 REACTION PHILIPPINES INDONESIA COUNTRY COMPARISON TO,3,1.3895644,-0.64001465,716,35,11,Twins SF,0.0010450609457653113
wtutMF2rOqA,where to buy FILIPINO BREAD in AMERICA,3,0.5764568,0.36830798,107,4,1,The Kit Chronicles,0.0013934145943537484
jSVt-jwgQ1U,HYEHWA 03083 ATENWA ART CENTER Tel 76943 W,3,0.40812474,-1.5462091,2839,70,74,Tastes Seoul Good테이스트서울굿,0.0020901218915306227
tjMhoid4jVc,BULALO,3,-0.45325023,0.44906,60537,2565,894,Two Broskis,0.00046447153145124943
jumDvsiJ9BI,CEBU CITY TRAVEL VLOG,3,1.0912737,-1.1155789,18535,400,92,Travel With Mansoureh,0.0008360487566122491
VPrX23ORDaQ,SOULCHILD NAUGI,3,-0.12891032,0.41523,352884,17739,1035,JREKML,0.0002458966931212497
XuAR0zlllaM,PH V ID V MY,3,-0.24148268,0.9113403,82422,2088,220,TriFate Geo,8.19655643737499e-05
jiQ7Grr33oA,FILIPINO SNACK VS KOREAN SNACK,3,0.5954082,-0.26802224,88382,4918,598,KIM n LEE,0.0001441463373469395
O_6cK6NVsqA,MANILA,3,0.806113,-0.8897764,43850,1510,197,Ken Abroad,0.00015482384381708316
pYglfEMYj68,INDIAN SNACKS the best DAIBURI PANIBURI,3,0.90734124,0.5170154,105,28,4,The Egypino Couple,0.0013934145943537484
1YXmTTKljwk,PARADISE,3,-0.54727787,-0.09328399,33575,1580,204,Lost Knox,0.0013934145943537484
zrUXJ9Ul4ak,PHILIPPINES TRAVEL VLOG 6,3,1.1994598,-0.8606016,27549,1589,89,Olivia Ortiz,0.0005971776832944636
QO7RdQboTVg,QUICCS TOY CON PH 2018 INTERVIEW,3,0.38231784,-0.04312461,3084,68,11,Rookie Collectibles,0.0020901218915306227
FIRyxLCCAyY,CRISPY LECHON KAWAI,3,0.4294444,-0.39620644,33572,2804,527,Just Jonny & Chloe,0.0013934145943537484
5ABdJMdZX_s,DID NOT EXPECT THIS,3,0.7353032,-0.833532,221778,7853,533,Nadir On The Go,0.0005971776832944636
WlQiV5soGOs,FILIPINO & SPANISH,3,0.20428142,0.17319266,16035,897,88,TriFate Geo,8.19655643737499e-05
gOLEdV2Ry64,MXICO PHILIPPINES,3,1.186346,-1.1182313,95807,2663,1731,Divert Living,0.00046447153145124943
5ux5BrTZwXM,24hr FLIGHT in a PANDEMIC,3,1.1930751,-0.13653794,484195,19075,812,JEORELLA,0.0020901218915306227
IxGdNHDMFPI,$0.16 UBE BIKO PHILIPPINES,3,-0.051784907,0.8905998,1864,51,3,NotJeffandSonia,0.0020901218915306227
iGcS_QsiCwA,PHILIPPINES,3,0.7053412,-1.0565989,181111,9242,306,TriFate Geo,8.19655643737499e-05
ruVGGgnY-wY,CEBU CITY,3,0.049177315,0.082227774,88230,978,224,Joel Friend,0.0005225304728826557
X8n3RZ9pjYo,REPUBLIKA NG PILI SANLIBONG PI,3,-0.1077228,0.44927788,16067,470,136,iwantmylauren,0.0020901218915306227
O5HEPxzKCZI,"GRADUATION DAY March 6, 2020",3,-0.21362153,0.26074347,1519788,86899,10861,JoshuaSalom,0.0010450609457653113
C1EwhDGdv14,LOAD D,3,0.93520397,0.31372526,8134145,91105,6735,Mark Wiens,0.00041802437830612457
oa3GVLOfWws,PINOY SPAGHETTI,3,1.196522,0.5299234,887397,27627,1446,otakoyakisoba,0.0005225304728826557
jJyZzmYeHiQ,10 WSLS 602 55 F,3,-1.116362,0.36912072,17837,111,15,WSLS 10,0.0013934145943537484
lGlWteaA0G4,Jollibee 7 ELEVEN,3,0.29364443,-1.2632957,1712045,50457,13369,Raphael Gomes,0.0013934145943537484
pyUP952W988,Did you reply to him? My EX sent me message,3,0.29296243,1.0599781,374285,0,795,Mia Sandoval,0.0001492944208236159
zurBNvmMQ2Y,BOHOL BEES,3,0.9378745,-0.9142468,5736,232,74,Brad Newton,0.0005971776832944636
FUMnwUjs0BI,VICE,3,0.32884654,-1.3217323,972362,6051,926,VICE,0.0020901218915306227
5bnWQLbGuKc,LECHON RESTAURANT,3,0.9095884,-1.5840039,49540,2495,105,TriFate Geo,8.19655643737499e-05
bqO6iZcLrv4,PHILIPPINES,3,0.7053412,-1.0565989,1327804,8576,543,Shev and Dev,0.0005225304728826557
jQaxzqZztNM,We made Garlic Rice In KOREA INSANE REVIEW,3,0.56058836,0.6073359,68369,3284,474,KIM n LEE,0.0001441463373469395
3gXTOa6Zskw,GRANDMA FOG TOP 10,3,0.27572963,0.10541437,1097328,23717,10009,MostAmazingTop10,0.0013934145943537484
tBLvHKSuWaE,PHILIPPINES,3,0.7053412,-1.0565989,373440,9114,2424,FTD Facts,0.0008360487566122491
f_zPPqUdWCg,MISTER & MISIS CHALLENGE,3,1.0102482,-0.66201186,50766,0,488,Mia Sandoval,0.0001492944208236159
No5ohGvALOs,GIORDANO,3,0.19726552,-0.20003392,119218,3093,514,Ken Abroad,0.00015482384381708316
kupDrmKBW4w,Our Family TRAVEL VLOG,3,0.79859793,-0.20388241,531,26,46,We Keep Coming Back,0.0010450609457653113
Jc2hb8-rcrY,CEBU LECHON,3,-0.7254994,1.2420464,4317,161,25,ASUKARIN Channel,0.0010450609457653113
IoFKtGYM6I0,FILIPINO STREET BBQ,3,0.6941076,-1.1059864,16611,360,22,BuzzFeed Bring Me,0.0013934145943537484
wkBlLJhebX0,DIET SWAP PHILIPPINES KOSOVO,3,0.71487826,-0.122074716,336361,11842,506,BuzzFeed UK,0.00046447153145124943
jSktkWAbLAk,OUR NEW GRASS CUTTER PART 122,3,0.83179957,-0.261277,5127,391,46,The Garcia Family,0.00011000641534371697
wfch_D1JahM,PHILIPPINES TRAVEL VLOG 3,3,1.1539334,-0.9874604,44835,2692,136,Olivia Ortiz,0.0005971776832944636
C1ME3ETxuls,FILIPINO INTERNATIONAL STUDENT IN NEW ZEALAND ROTORUA TRAVEL TOUR VLOG 2,3,1.26826,-1.6011946,7901,64,26,WolfNnyl,0.0020901218915306227
IZA1t7vmai4,TNT VERSIONS,3,0.2519128,-0.37166348,47754,3282,204,itsKEVO,0.0002985888416472318
Ou2zaMWAHfk,MMDCHELLE Boy Abunda move on Philippines!? REACTION,3,0.9186149,-0.3253813,1889,87,22,TRISTAN NDIANGA,0.0020901218915306227
vZMYvrUw8jc,DLSU TOUR,3,0.41438755,-0.58688605,72926,1619,242,Cindy Casimira Caroline,0.0013934145943537484
A54fT5PWTIc,LUMPIA,3,-0.77166575,0.55431694,32151,1286,203,TabiEats,0.0013934145943537484
U8XwxNBrsCA,REFINERY29,3,0.40492085,-0.37560242,348626,7645,627,Refinery29,0.0013934145943537484
kImXctXCmLs,PH Rider Dave Tubingen 145KMCHANCE TO WIN KPLUS Vita Helmet,3,-0.34348202,0.40123454,285,13,3,PH Rider Dave,0.0013934145943537484
OKejnARrorc,2 MILLION VIEWS,3,0.7315002,-0.8845884,292440,7394,184,Waleska Herrera,2.7501603835929242e-05
DEJ_ma-gvsM,PHILIPPINES PLACES,3,0.94886,-0.81696373,336440,13212,289,Travel 2 Where,0.0013934145943537484
NavnqPt9zHc,WSLS 1109 46F,3,-0.8941992,0.67605114,8987,51,27,WSLS 10,0.0013934145943537484
wB-NrGhIW6s,BICOL EXPRESS,3,-0.37462002,0.09059462,42445,2594,165,Pinoy Planet,4.644715314512495e-05
49-rTbR5bss,JAPANESE RESPONSE,3,0.5500144,-0.422779,308654,15622,3141,RYU JAPAN,0.0005225304728826557
SgrfCgr4cyU,DINUGUAN,3,0.6818238,-0.029454563,3274536,44193,4150,Best Ever Food Review Show,0.0008360487566122491
xrKtvEh2wO8,MAMAMOO PAINT ME,3,0.5488596,0.9931103,140341,8297,628,JREKML,0.0002458966931212497
UXBd8hvKHzA,HOUSE OF DG FAMOUS EGGDROP S Egg-h,3,-0.26782715,-0.58931094,421532,11609,1262,Travel with Luke Damant,0.0003483536485884371
SutFZNd73qU,ONE PERSON CORPORATION Q&A,3,-0.065482296,-0.8084237,10194,282,81,American Entrepreneur in the Philippines,0.00026126523644132783
F9z7b9ei2Lg,PHILIPPINES PIZZA,3,-0.32280877,-0.15988506,23557,1096,163,Justin & Alina,0.00017417682429421856
7YUERW_rvzI,LATINOS REACT TO VINA MORALES Eres Mo,3,1.4016285,0.5955381,124349,4745,360,Waleska Herrera,2.7501603835929242e-05
8qCqpy2emLk,DREAMER,3,0.6461689,-1.6864327,1020529,56609,3492,JREKML,0.0002458966931212497
R3uIfHZPPm8,SET SAIL ASIA TRIP EPISODE 4,3,1.1653664,-0.59953535,3712,211,19,Magnify Studio,0.0020901218915306227
iHyEzFFHD1g,KOREAN JJAJANGMYEON,3,1.1794581,-0.7096323,29496,1136,0,Mr BulBul,0.0008360487566122491
q0jiplnLE6A,Gingham Check Pattern ng pag-ibig LIMA PATAY SA BANGGAAN,3,-0.36640942,0.8432652,495,40,16,BossD3nnis,0.0008360487566122491
lUm0atjqE28,VLOG 1 DumaGetMe DUMAGUETE PHILIPPINES,3,0.16764791,0.11946649,2538,38,16,Vivre aux Philippines,0.0010450609457653113
M7nAZgyp9I0,SIMBANG GABI,3,1.2385038,-0.420132,2826,177,36,Tommyland,0.0013934145943537484
THAzTxjbi8k,THIS IS EL NIDO,3,0.77824533,-0.019461492,182018,4064,331,Grace Kim,0.0013934145943537484
-9hDaG3nJwg,NCT U BOSS,3,-0.6221199,0.858336,760108,33245,1568,JREKML,0.0002458966931212497
hwxmHRrlMwY,COMFORT FOODS,3,1.0039817,-0.7951283,1612330,62051,5227,Beryl Shereshewsky,0.0002458966931212497
E86GwVOHbwY,BATTLE OF MACTAN PHILIPPI,3,1.0414504,0.0847902,29243,1229,125,The Commodity,8.038930352040857e-05
AyZZUJGMrio,TOP 10 SEXIEST,3,0.6242907,-1.3250198,2682,13,6,The Love Train Nation,0.0001441463373469395
4YxAhOFHLxs,JACKFRUIT,3,-0.57554597,0.4103178,1882623,42173,5741,Beryl Shereshewsky,0.0002458966931212497
Gt1c-o8FTRQ,PHILIPPINES,3,0.7053412,-1.0565989,17470,634,122,Zane Travel,0.0006967072971768742
7WQdBSWfixI,LUMPIA,3,-0.77166575,0.55431694,317587,13111,1050,emmymade,0.0005971776832944636
tp_sWmrWdrs,MANILA PHILIPPINES,3,1.1690507,-1.3412308,92562,4258,546,Zane Travel,0.0006967072971768742
5LW1VDVgr6k,PHILIPPINES,3,0.7053412,-1.0565989,97152,6219,963,2Passports 1Dream,0.0005971776832944636
5Khf5QBf0ss,OSAKA ADVENTURE! HARUKAS 300 DIGITAL NOMAD LIFESTYLE,3,1.174831,-0.34454685,174,6,1,BookwormHead,0.0008360487566122491
1o_Zw6LbLnU,MAHALIMA SANDARA RESET MV,3,-0.054478314,-0.59466636,9016,1074,41,JND,0.0013934145943537484
cm9m-gyMlXs,LO QUE NO ME GUSTA DE FILIPINAS,3,0.8883008,-0.72403777,20508,1021,394,2 Wheels Across,0.0013934145943537484
VQDYf9EfMwI,is THIS why AMERICANS LOVE FILIPINOS?! part 2,3,0.3828691,0.11209444,60133,3962,159,JUICY REACTS,0.00016720975132244982
hNtIZtr4V_A,THIS IS WHAT WE MISSED..,3,0.21805933,0.037618756,19631,1037,98,Adam and Jane's Lifestyle,8.708841214710928e-05
qMmHIjfF4d0,PHILIPPINES,3,0.7053412,-1.0565989,42853,1300,134,Doug Barnard,0.0013934145943537484
anOwLiXRa5w,DAY 1 IN MANILA Vlog 2,3,-0.16744629,0.39435607,40010,1801,295,Justin & Alina,0.00017417682429421856
3y0EwY-WGBQ,DIET SWAP,3,-0.53887266,0.057342537,1227367,33442,1645,BuzzFeed UK,0.00046447153145124943
LTonXvxR7wg,"Benjamin Pierce YUM YUM FOOD TRUCK, CHEF",3,1.2762291,-0.017021224,18407,300,24,World Famous Yum Yum Food Truck,0.0020901218915306227
23GlZtU6eVY,TOP 10 EL NIDO PHILIPPINES,3,0.7889465,-1.2087063,10058,332,35,NOMAD FRANCE,0.0006967072971768742
g75rWQokYBA,Why some Koreans Underrate the Filipino English Accent,4,-0.6854569,1.8504733,330,64,41,wena bellevieTv,0.0013934145943537484
RWEssVacb00,Iloilo Modern City!,4,-0.93742377,4.344775,157476,4479,600,TPL Bianca,0.00013484657364713694
fBKaY6eD5vs,Even the Filipino Police Can Sing?,4,-0.56035644,3.5182374,295239,11639,580,Waleska Herrera,2.7501603835929242e-05
45j2p4FEI_o,Doctors In The Philippines Family Doctor & Specialists EASIER THAN IN CANADA!?!!,4,-0.18560447,3.4963114,13930,709,95,TPL Bianca,0.00013484657364713694
q9KqyXi6IRM,Philippines,4,-1.9214334,2.782858,10195,513,135,The Commodity,8.038930352040857e-05
tx-F7DKfzmk,Queen,4,-2.866161,-0.978743,1287,146,7,Gio,0.0013934145943537484
K-W7_RY8d4M,Filipino Kids Learn Filipino Culture,4,-1.1127402,2.88061,11738,231,18,One Down,0.00041802437830612457
jnP26DJ4Eok,Shocking..! Japanese reaction,4,-0.740614,1.9307038,373264,14890,1339,Yoshi the Japanese Guy,0.0002458966931212497
ohwPQhHSwfc,MASK SINGER Vocal Coach,4,-1.1964401,1.1006621,523330,10312,231,Katriinka,0.0003483536485884371
aJ3H99d41l0,Pho Hoa,4,-1.6004467,0.8812195,2948,161,33,Melanie Guintu,0.0013934145943537484
xUPYc411duE,Philippines Madrigal Singers IZAR EDERAK,4,-0.85182196,1.4777164,73609,3254,267,Waleska Herrera,2.7501603835929242e-05
7DbQ0qmSrIc,CEBU,4,-1.6646475,1.5023874,108781,766,32,Before You Go,0.0005971776832944636
ydk4GIjo4cU,Pinoy UNBELIEVABLE TASTY,4,0.17331381,2.1126714,20717,1502,164,Pinoy Planet,4.644715314512495e-05
g9c_LPCjA4Y,Fill the Blank,4,-1.0460382,1.4130889,1295748,34121,1371,VI3ION,0.00019905922776482118
O51QHb7QnRc,Vocal Coach REACTS,4,-0.9919965,1.3278313,614283,14229,1298,Beth Roars Reactions,0.0020901218915306227
ZvEL7DCJs5k,IN BETWEEN sa pagitan ng kamusta at paalam,4,-0.25069174,1.1834462,11871,141,0,GagaOOLala - Find YourStory,0.0008360487566122491
13wZEXCrprY,Hello,4,-1.3678092,0.8161534,2466,193,11,Yad Ventures,0.0010450609457653113
YhVy0eZdUb8,Buon giorno,4,-2.0067122,1.1345422,706492,15277,1648,Dale Philip,0.00046447153145124943
SbdM8xETci4,Palawan Philippines APULIT Resort Tour,4,-1.4844143,3.6357272,10350,93,29,The Eftimies,0.0010450609457653113
c64OjV9lNvw,Bicolandia-Express!,4,-0.7629848,3.3486109,374348,17554,2122,KIM n LEE,0.0001441463373469395
i73vBiLo2PA,Bicl Express,4,-1.8959113,3.5049715,410,5,0,TripsPlus,0.0020901218915306227
aiF84sKG90U,First Time BOHOL,4,-1.2854953,1.1176543,10952,1023,107,Mac n Teens,0.0008360487566122491
IMM_kPrs1KY,VS,4,-1.2801331,1.2315885,452961,8658,670,The Commodity,8.038930352040857e-05
d3dRw-098OQ,Queenstown,4,-1.761624,0.62295943,223,0,76,TURKISHFILOFAM,0.0020901218915306227
7Ud67OkzpQs,Mall of Asia,4,-1.4265703,2.9489079,131598,4486,620,JJ's Journey,0.0010450609457653113
P0XVeUTSHWw,PART 98,4,-1.5277313,1.9940766,5518,396,59,The Garcia Family,0.00011000641534371697
AJ1dWqy_rws,NEW YORK 1991,4,-1.069517,1.4210008,78715,2444,453,Ken Abroad,0.00015482384381708316
vk7_uI-V_9I,Filipinos losing face,4,-1.6676298,2.2792337,181,10,12,The Love Train Nation,0.0001441463373469395
L_h9HRJ79-E,Filipino Foods In Blindfolded,4,-1.5650009,2.2755418,67706,3328,396,KIM n LEE,0.0001441463373469395
N7UQv3UImGA,Pinagpinanamamagaspasan???? Nakakapagpabagabag Korean try Hardest Tagalog pronunciation Nagsisisiusyosoahan,4,-1.6489251,1.9848068,24027,1572,278,KIM n LEE,0.0001441463373469395
CProayVgLIE,Living Abroad,4,-2.2441206,0.7022543,146028,3469,259,Rob Wanders,0.0010450609457653113
4OSt6WQ2K8A,New Couple in the Philippines,4,-2.148497,1.7802758,7453,211,40,Travis Kraft,0.0006967072971768742
DhpouIFVLIU,Chicken and Pork ADOBO As per request,4,-0.9921208,1.0814227,48,8,2,all about JeRe,0.0020901218915306227
2qgmxrekr0g,BBQ Chick,4,-1.6060135,2.3343828,50642955,777575,28951,NOW UNITED,0.0002458966931212497
vGj44tTlVIs,Why Filipinos don't hate Japan the way Koreans do,4,-0.6141083,2.6134415,316,47,34,wena bellevieTv,0.0013934145943537484
OUCbGaYIWfg,Korean guys Planning a travel to Philippines,4,-1.4561571,1.9171654,7756,494,105,KIM n LEE,0.0001441463373469395
nGhFWhfZKpM,Jollibee,4,-2.8278973,0.74232054,24961,1450,340,Proudly Nomadic,0.0002985888416472318
aIOMYGTHqqA,$1 $15,4,-1.2026229,1.8726795,833620,20536,1116,VI3ION,0.00019905922776482118
DHNrVmGb_Us,Bicl Express w Pork Belly,4,-1.602125,2.1997843,5190,50,5,Nic & Rei,0.00013484657364713694
Abq7F6HGIX8,$$$$$,4,-2.0711236,-0.9328722,370657,12854,1755,Raphael Gomes,0.0013934145943537484
slOnKFQc__Y,PARADISE ON EARTH Adventure Vlog,4,-0.15582499,1.5859295,200074,6081,509,Fearless & Far,0.00041802437830612457
ftwXLK-RYvQ,Vocal Coach O HOLY NIGHT Moira Dela Torre,4,-0.28967765,0.9035075,114425,3156,131,Katriinka,0.0003483536485884371
tDmrvUEqcnQ,Episode 4 Welcome to Manila!,4,-0.11941901,3.2204945,430,19,0,Tarsier TV,0.0010450609457653113
Mvjmt7bfpjM,Philippine Ninja???,4,-1.3403084,3.1511827,154566,4983,314,Max Reaction,0.0010450609457653113
oNsQS9n2CFI,rees,4,-2.0865269,1.6567297,4138403,79429,7181,Xiaomanyc 小马在纽约,0.00027868291887074966
3fPIsGv3eik,Jollibee 100% Beefy CHAMP Chicken a la King Pie Peach Mango Pie Other Pie Buko,4,-0.92892045,2.0718727,82946,4849,332,TriFate Lifestyle,0.0002458966931212497
5coE3hlNJ3I,5 Top Benefits of Marrying Pinay!,4,-0.21711995,2.9174612,784,41,17,Aurora's Vlog,0.0013934145943537484
zem70-C1JaI,EP10,4,-1.4790509,1.1490949,2631728,40537,3000,Mithilesh Backpacker,0.0010450609457653113
dOYkqc9ec1I,What I Like And Don't Like About the Philippines as an American,4,-1.697426,2.0236282,384,9,0,Zeta’s Momma and Dada,0.0020901218915306227
qKfeGCqI1Nk,ft.,4,-2.835493,1.6184385,134539,22522,2110,찬우살이,0.0013934145943537484
AwD4OYyEOUA,From PH Medical Coder To NZ Clinical Coder,4,-0.99861586,2.1210966,6538,127,28,Move 2 Australia with Veronica,0.0020901218915306227
E35_9w4SyWk,Meeting Whang Od,4,-1.3964711,1.5048379,26962,2039,365,Meet The Nomads,0.0006967072971768742
HKAqIj-Z9ts,incredible.,4,-0.72025377,1.890351,265275,6233,299,VI3ION,0.00019905922776482118
0yqdgfLWhpM,Immoral Behavior Foreigner Told By Philippines Local Authorities They Would Arrest Him Angeles City Philippines,4,-1.3164179,1.6292621,24235,1089,228,PhillyinthePhilippines,0.0013934145943537484
MIiVqUYh_eo,Jollibee,4,-2.8278973,0.74232054,1385,56,16,ASUKARIN Channel,0.0010450609457653113
TmgLhC31C1o,34-10,4,-2.2567146,0.84484565,4253,136,26,Philippine Women,0.0010450609457653113
0mDJwB6DLvg,Macale & TEAM ALEX,4,-1.1582887,1.2669969,475,5,3,Alex Macale,0.0020901218915306227
BvIL0PWj5_A,Epic Journey Across the Philippines,4,-2.144839,1.7811825,8107,114,15,Tarsier TV,0.0010450609457653113
O4W9GKQlX7c,Laugh & Stack Open Mic howdown,4,-1.8862617,1.8586084,909,5,0,Tim Tayag,0.0010450609457653113
aSvGcCDoVt0,Let's Party,4,-0.5929348,2.9811401,11676,582,26,TPL Bianca,0.00013484657364713694
6XyGH06X2aY,The beautiful struggles,4,-1.1597111,1.8966597,97880,6575,492,ashleybchoi,0.0020901218915306227
u9lyT0XBuOw,Jollibee Mukbang,4,-1.8407111,1.4723971,1564,129,19,켈리벨스Kellybells,0.0005225304728826557
OZ7FYacpq7w,OSTATNIA TAKA AKCJA 500 PACZEK!,4,-0.12508854,2.3259592,5043,504,45,Życie na Filipinach - Rafał Baran,0.0008360487566122491
_HSQsi3Ol-Q,7 Filipino Values Filipinos should be proud of this!!,4,-0.50894445,3.4349225,9535,621,43,Lazisoo,0.0020901218915306227
-1B7cVoZr1c,Light Reaction Regiment,4,-1.7201413,2.7891793,150876,3011,225,Combat Arms Channel,0.0010450609457653113
MttG7NB1ilk,Red Velvet Bad Boy,4,-1.4211944,1.8767648,679698,29140,1454,JREKML,0.0002458966931212497
T2dRUFTgLCk,RICH N CREAMY! Pinoy,4,-0.3363372,4.0520916,4903,479,53,Pinoy Planet,4.644715314512495e-05
3hc7N_uOHdw,McDonald's Jollibee,4,-1.760767,0.8850682,1672973,36100,3367,BuzzFeedVideo,0.0003215572140816343
YJpqmd1FM_8,What!? Japanese Reaction,4,-0.48105818,1.8012844,203654,10205,585,Yoshi the Japanese Guy,0.0002458966931212497
EF5hPPSj5ik,Filipino Snacks II,4,-1.2271564,2.9131413,112231,5739,559,KIM n LEE,0.0001441463373469395
PPeHtj9A9uA,"60 Second Vacations Moalboal, Philippines",4,-1.110926,2.0284631,2279,68,63,Surf and Turf Travel,0.0020901218915306227
Mg58cqXP4q4,Filipinos are...,4,-0.49251723,2.9745417,21510,1136,38,Music Game News,0.00011000641534371697
LyiAFZFC0NI,Mexico Airport transit NO,4,-1.5350202,1.5559552,951,82,58,Ruth Lao,0.0020901218915306227
m5YtJQLW_Jg,5 Reasons Japaneseshouldn't come to the Philippines,4,-0.96206224,1.3827983,564955,24314,2070,Yoshi the Japanese Guy,0.0002458966931212497
IhQx_G2Dv6E,Trying Pig Brain for the first time,4,-2.4126818,1.4021603,2593,172,52,ItsNomadTrinidad,0.0005971776832944636
pluh28qwVSU,Calamansi Juice?!,4,-0.6095522,3.5892286,1158243,36916,3696,Xiaomanyc 小马在纽约,0.00027868291887074966
5oZQfIs_-8s,Dinuguan Pork Blood Stew,4,-2.1354868,1.714636,6787,101,18,Nic & Rei,0.00013484657364713694
RupvFbi5e2s,Japanese Reaction,4,-1.5439539,1.7533033,69469,2512,311,RYU JAPAN,0.0005225304728826557
MtDCFSc2leg,Air Philippines,4,-1.4188741,2.2620063,948872,0,225,Captain Airplane,0.0013934145943537484
D31_n-pcFTo,FILIPINO SISIG SANDWICH with Korean spicy sauce,4,0.05085625,0.81477714,71237,3820,798,KIM n LEE,0.0001441463373469395
ATurpKuYqg4,MALASAKIT Help Desk,4,-1.2039601,0.93560326,12167,463,110,Melanie Guintu,0.0013934145943537484
_YzEYbX8Ju0,Guess The Flag,4,-1.4782994,2.241279,293945,6765,638,Awesome world 어썸월드,0.0020901218915306227
CdQ1PfaRd7k,Filipino Horror Stories,4,-1.933971,2.8046112,38913,1679,92,The Commodity,8.038930352040857e-05
nJ0ZeFQoyOY,Moalboal Philippines,4,-2.354091,2.7307923,2609,47,21,Vivre aux Philippines,0.0010450609457653113
g9lf5YyB4Nc,Dubai EP03,4,-1.5735501,2.145197,1808448,33252,2238,Mithilesh Backpacker,0.0010450609457653113
erI3UulSmSw,Street food Philippines,4,-1.7862731,2.6867683,2278,80,27,Vivre aux Philippines,0.0010450609457653113
GAsowcnp9Es,Chinito,4,-2.225738,1.5470778,27515,1137,187,BB Gahyun,0.0013934145943537484
VOSLLD1EPuY,We are pregnant,4,-1.2311692,1.1351994,92126,2175,459,Vlog on with Rj & Tin,0.0020901218915306227
pgyCi7W-gbg,Philippines Special Forces fighting ISIS,4,-2.207074,0.20661506,3795929,75579,4536,Combat Arms Channel,0.0010450609457653113
qGs-DWaJS3I,Trying Halo Halo For the First Time! Meeting Filipino Family,4,-1.507979,3.2900684,13951,508,98,Eileen Aldis,0.0008360487566122491
Vl_ApxUIAmE,Money PIT? Marker 44,4,-0.76332974,2.2052987,3203,183,58,Marker 44,0.0013934145943537484
